id_client
4887815
4942874
4944790
4905942
4907133
11714
4932954
4944244
4944476
874575
4957734
14449
191494
4959545
4959764
2963005
4961511
4962080
3046437
4243646
3845930
4070787
237125
4959197
4905642
4904563
3595643
4346970
4859700
267938
4959724
4961508
4952362
89813
4922230
235578
4876809
173974
291920
13775
154674
4894541
4959207
3758350
860291
272717
3597464
108428
2914805
4953872
2464328
4564603
3551066
35359
2722945
4412294
2962986
3599075
1975482
71817
51445
2631007
3001379
4596048
314091
4891649
542741
1977505
15563
4763170
2756555
3959568
4273213
678972
2416642
4451620
335586
4918750
4140409
4853605
298376
4572294
3974341
4745650
2727860
4353589
2230116
196244
528217
4029196
2081428
514997
2063869
4954737
4398800
100593
4942854
4957726
4960349
3117918
4230892
4882733
4957980
3538196
38260
4957440
4451188
3316052
4535808
2466656
3440179
4236166
289488
4941795
24172
267737
4901219
400494
3776618
2985494
14215
4469038
4902137
3382148
4935016
3797376
4961578
4419950
2635306
139568
4961470
4821130
178200
441150
1996534
3512555
2182657
2720788
4752322
282394
4253438
397825
4940742
692390
3940185
4484806
3629294
4940258
4809124
289082
4126093
4744563
3462139
4502734
4844568
2531979
4743716
4942669
4580933
4450741
3107146
4958617
4918378
190718
4832769
202488
